ImageID,Labels,Caption
21619.jpg,17,A cat sitting on top of a laptop computer. a cat sitting on top of a bed next to a laptop
21620.jpg,1,A middle aged man eating a hot dog. a man eating a hot dog at a picnic table
21621.jpg,18,Three dogs lying on the ground covered with grass a dog laying on the ground next to a dog laying on the ground
21622.jpg,15,a close up of a bench with vines growing on it a wooden bench sitting in the middle of a park
21623.jpg,1 15,A man with headphones sitting next to a store. a man wearing a green shirt and a blue shirt
21624.jpg,18,A DOG SPLASHING RUNNING IN WATER PLAYING FRISBEE. a dog swimming in the water with a frisbee in its mouth
21625.jpg,1 15,A woman using a fork  to eat a plate of food. a woman sitting at a table with a plate of food
21626.jpg,1,The man holds an uncooked shish kabob near a brick over. a man standing in front of a fire pit cooking food
21627.jpg,3,A small clock tower in the middle of a sidewalk in an open area. a clock tower in the middle of a city
21628.jpg,1,A man in the air parachuting during the day. a person on a board in the air with a parachute
21629.jpg,16 15,A bird perched on a wooden set of slats. a small bird perched on a wooden post
21630.jpg,1,A man flying through the air while riding a skate board. a skateboarder doing a trick in the air
21631.jpg,16,A close up of a bird of prey. a black and white bird with a large beak
21632.jpg,1 10 3,A man has an ear bud in while driving a man is sitting in a car with his head out the window
21633.jpg,16,A lot of birds that are flying in the air. a flock of seagulls flying through the air
21634.jpg,1,A girl is playing an interactive game on the television set. a woman standing in front of a tv in a living room
21635.jpg,8 1 10 3,A green pool with at least 20 different stop lights on it. a traffic light that has a bunch of traffic lights on it
21636.jpg,1,A woman skiing across snow covered ground next to a sign. a person riding skis down a snow covered slope
21637.jpg,19 1 10 3,A horse drawn carriage traveling down a city street. a horse drawn carriage on a city street
21638.jpg,1,A man holding two glazed donuts in his hands. a man holding up a donut with sprinkles
21639.jpg,1 3,A man riding a skateboard down a street. a man riding a skateboard on top of a cement block
21640.jpg,1 5,Military aircraft waiting for clearance to take off on the runway. a fighter jet sitting on top of an airport tarmac
21641.jpg,1,A woman in blue shorts standing on a  tennis court holding a racquet. a woman hitting a tennis ball with a racquet
21642.jpg,10,Large group of traffic lights on a green tree post. a green and yellow traffic light sitting on top of a pole
21643.jpg,1,A man in glasses and sweater holding a cellphone to his ear. a man in glasses talking on a cell phone
21644.jpg,1 15,A group of beautiful women standing on top of a tennis court. tennis players posing for a picture on a court
21645.jpg,1,a man is dong a trick on a skateboard a man flying through the air while riding a skateboard
21646.jpg,1,A little girl standing in a  kitchen with a teenage boy. a man and a woman are playing a video game
21647.jpg,1,A couple of people sitting and standing next to a white bath tub. a man and a woman in a bath tub
21648.jpg,15,A building sits next to an empty park which has benches and a basketball ball hoop. a park bench in front of a building
21649.jpg,1 13,A corner of a city street that has three police officers standing together  with one leaning against a barrier railing. people standing around a stop sign
21650.jpg,1,A person standing under a blue sky flying a kite. a woman is flying a kite in the sky
21651.jpg,5,A black-and-white photo of a propeller plane on the runway. a small airplane parked on the tarmac at an airport
21652.jpg,1,A young man running to return a tennis serve. a man holding a tennis racquet on a tennis court
21653.jpg,1,a snowboarder making their way down the hill in front of some trees a person riding a snowboard down a snow covered slope
21654.jpg,19,A small black horse grazing in a grassy field a horse eating grass in a field
21655.jpg,1,A group of people standing in a  kitchen next to a  stove. a woman and a man cooking in a kitchen
21656.jpg,9 1,a big white couch that is in a room a living room with a couch and a lamp
21657.jpg,1 4,A motorcycle racer leans in low to make a tight turn. a person riding a motorcycle on a race track
21658.jpg,1,A man and a woman eating donuts on the side of a road. a man and a woman eating a hot dog
21659.jpg,5,An airliner jet flying in a blue sky above a cloud. an airplane flying in the sky with a sky background
21660.jpg,1 3 6,Different vehicles drive down street lined with buildings a bus driving down a street next to a tall building
21661.jpg,16 1,Four photographs of a woman in denim shirt next to white plate of food. a woman sitting at a table with plates of food
21662.jpg,1,A woman riding a surfboard with a child. a person riding a surfboard on top of a body of water
21663.jpg,1,A woman sitting at a table holding a brown teddy bear. a woman holding a teddy bear in front of a group of children
21664.jpg,16,A beautiful bird flying past some bare tree limbs. a bird that is sitting on a branch
21665.jpg,1,A man skating on a slope next to some trees a man riding a skateboard up the side of a ramp
21666.jpg,1 15,A man sitting on a wooden bench in a room with windows. a man sitting on a wooden bench
21667.jpg,7,A black train engine with smoke coming from the lower part of the engine  parked on train tracks. a black and red train engine on the tracks
21668.jpg,17,brown and black stripped cat sleeping on top of a Wii game controller a cat playing with a remote control on a bed
21669.jpg,1,A young man wearing a long neck tie standing next to flowers. a young man wearing a blue shirt and tie
21670.jpg,1,A man in a black wetsuit riding a wave. a man riding a wave on top of a surfboard
21671.jpg,1 15,a man standing at the end of a tennis court while looking down a man holding a tennis racquet on a tennis court
21672.jpg,1,A packed piece of luggage that is on the ground. a suitcase filled with clothes and a stuffed animal
21673.jpg,1,Two men standing on prosthetic legs playing golf. two men standing next to each other on a field
21674.jpg,17 3 15,A cat that is laying on a red bench outside. a cat sitting on a bench in front of a store
21675.jpg,1,A man holding up a bunch of ripe yellow bananas. a man holding a bunch of bananas in his hands
21676.jpg,3 13,"A red stop sign with the words "" The Hate """" written beneath stop. a red stop sign sitting on the side of a road"""
21677.jpg,1,A man bending over a wooden table with clutter on top of it. a man sitting at a table in front of a tv
21678.jpg,2 11,There is a bike at the corner of a building by a fire hydrant a red bike parked next to a fire hydrant
21679.jpg,1,A strip of photos with a guy putting something in his mouth a collage of photos of a man with a toothbrush
21680.jpg,1,A woman cross country skiing on a snowy trail. a woman cross country skiing down a snow covered slope
21681.jpg,1,this person is surfing on top of a wave a man riding a wave on top of a surfboard
21682.jpg,11,"fire hydrant has two stickers on it to give it a ""face"""" a fire hydrant in the middle of a grassy field"""
21683.jpg,8 1 4 6,A crowd of people walking behind a aqua blue and white bus. a city street filled with lots of traffic
21684.jpg,1,A man holding a Nintendo Wii controller standing next to a woman holding a Nintendo Wii controller. a man and a woman playing a video game
21685.jpg,5,A large delivery jet parked in a grass field. a small plane sitting on top of a grass covered field
21686.jpg,1,A young man making a jump on a skateboard with other young people watching a man riding a skateboard up the side of a ramp
21687.jpg,1 19,A man holds a horses harness while a toddler rides in the saddle. a young girl riding on the back of a brown horse
21688.jpg,17,A cat looking up while wearing a backpack. a black cat sitting on the floor next to a purse
21689.jpg,17,A cat resting on a couch with it's head on a remote control. a cat laying on a couch next to a remote control
21690.jpg,17 18,One mug has cat  while the other has a dog. a dog and a cup of coffee on a table
21691.jpg,1,The bright blue kite is ready for a gust of wind. a woman and a child flying a kite in a field
21692.jpg,1 18,A man touches a small dog's head while the dog wears a sweater and chews a frisbee on the couch. a dog laying on a couch with a frisbee
21693.jpg,1 19,Two pictures of a woman sitting on a horse two pictures of a woman riding a horse
21694.jpg,1,A man that is standing on skis in the snow. a person riding skis down a snow covered slope
21695.jpg,1 3 4,A marching band stands in a street in front of spectators. a crowd of people standing on the side of a road
21696.jpg,1,A group of men standing on a field with bats. a baseball player holding a bat on a field
21697.jpg,9,Scenic picture of a city and a harbor on a cloudy day with green trees. a large body of water with a bridge over it
21698.jpg,3 14,a white car sitting next to a pay here station a car parked in front of a gas station
21699.jpg,1,A tray that has wine glasses and glass plates. a table topped with plates of food and wine glasses
21700.jpg,1,A shouting man with a glass in one hand and a Wii remote in the other a man holding a wine glass in his right hand
21701.jpg,1 4,A man that is sitting on a motorcylce. a man riding a green motorcycle on a road
21702.jpg,1,A pyramid stack of hot dogs on a red tray a tray of hot dogs on a table
21703.jpg,17,A tortoise shell cat is lounging near the window. a black cat laying on top of a red couch
21704.jpg,1,The man is playing a game of tennis on the tennis court. a man holding a tennis racquet on a tennis court
21705.jpg,1,a person props his feet up on the desk with a laptop on his lap a man sitting on a desk with a laptop computer
21706.jpg,1,A baseball game in progress with the batter in the middle of the swing. a batter  catcher and umpire during a baseball game
21707.jpg,1,A man in a suit and fedora sits at a table with a pretty woman in a cocktail dress. a man and a woman sitting at a table
21708.jpg,1,a man and women that is throwing a freez be a man and a woman playing frisbee in a field
21709.jpg,1 3,A man that is standing on a skateboard. a man riding a skateboard down a sidewalk
21710.jpg,1,Guy and woman sitting next to each other while both wear shades and hats a man and a woman standing next to each other on a boat
21711.jpg,8 1 10,a bunch of trucks parked next to each other a car is parked in a parking lot with other cars
21712.jpg,1,A man holding up a tie still in its package a man in a suit and tie posing for a picture
21713.jpg,1,A white plate topped with slices of pizza. two slices of pizza on a white plate
21714.jpg,1,A woman preparing to hit a ball with a racquet. a female tennis player in action on the court
21715.jpg,8 1 3 6,A bus is driving on the street next to a double decker bus. a double decker bus driving down a street
21716.jpg,1,A person standing by some flowers and a rail. a man standing next to a fence with a surfboard
21717.jpg,1,Small boy in black and orange baseball uniform swinging a bat. a young boy swinging a baseball bat at a ball
21718.jpg,1 15,A baseball player standing on top of a field wearing a uniform. a baseball player standing on top of a field
21719.jpg,10 3 6,there is a blue bus stopped at the bus stop for passengers a blue and white bus parked at a bus stop
21720.jpg,1,Two men skateboarding down a hill next to orange cones. a man riding a skateboard down a street
21721.jpg,1,there is a young boy sitting at the table eating a hot dog a little boy sitting at a table eating a sandwich
21722.jpg,1,An older couple engages in a game of tennis. a man and a woman playing tennis on a tennis court
21723.jpg,1,This guy is in the country about to fly a kite. a man standing in a field holding a kite
21724.jpg,15,A row of park benches sitting next to ugly trees. a park bench in a park with trees
21725.jpg,1,a man walks in the snow as he holds some skis a man walking across a snow covered slope
21726.jpg,1 6 7,A large red bus parked at a bus stop next to a sidewalk. a red bus parked on the side of the street
21727.jpg,1,A man holding  a Nintendo Wii game controller in front of a TV. a man is playing a video game in a living room
21728.jpg,1 2 3 4 6 10 14,A man riding a bike past a rows of parked motor cycles motorcycles are lined up on a street
21729.jpg,1,A man standing in front of a TV holding a Wii controller. a man standing in front of a tv holding a wii remote
21730.jpg,7,A locomotive train engine is pulling cars along a railroad track. a train traveling down tracks next to a grassy field
21731.jpg,1,a child at a table with a plate of food a young boy sitting at a table with a plate of food
21732.jpg,1,Group of women sitting around a dinner table eating. a woman sitting at a picnic table eating a hot dog
21733.jpg,1,A man with sunglasses who also has a camera strapped across and surfboard above him. a man standing in front of a door with a surfboard
21734.jpg,1,A group of people holding tennis racquet on a tennis court. two people playing tennis on a tennis court
21735.jpg,1,a man holding up an empty dirty pan. a man standing in front of a refrigerator holding a cake
21736.jpg,19,Three horses walk along the water in a grassy area. horses standing on top of a lush green hillside
21737.jpg,1,Three men smile as they present a cake. a man cutting a birthday cake with a knife
21738.jpg,1,A young boy flies a kite in the sky. a man flying a kite in the air
21739.jpg,9 1,Boats sailing on a river near large high rise buildings. a sailboat sailing in the middle of a large body of water
21740.jpg,8,The inside of a fire station with a fire truck inside a fire truck is parked in a garage
21741.jpg,8 9 19 1,Three horse drawn carriages sitting along the side of a cruise ship port road. a horse drawn carriage on a beach next to palm trees
21742.jpg,3 7,Cars are traveling in a row down the road a street filled with lots of cars and buildings
21743.jpg,16 1,Birds in colorful cages on display at a market. people standing around a display of food
21744.jpg,8 1,A young man skateboarding at a skate park. a man riding a skateboard up the side of a ramp
21745.jpg,1,A person on some skis in the snow. a man riding skis down a snow covered slope
21746.jpg,1,An individual with a yellow apron next to a pile of green bananas. a man in a green shirt working in a factory
21747.jpg,9 1,two boats docked on the sand of a shore line two boats sitting on top of a sandy beach
21748.jpg,1,A young girl holding open a cell phone. a woman holding a cell phone in her hand
21749.jpg,1 3,a person riding skis on a snowy surface a woman on skis in the snow
21750.jpg,1 6,A double decker tour bus sitting on the side of a road. a double decker bus parked on the side of a road
21751.jpg,1 7,A train rolls through a scenic grassy landscape. a train traveling down train tracks next to trees
21752.jpg,1,A kid is trying to hit a tennis ball with a racket. a young boy hitting a tennis ball with a racquet
21753.jpg,1 2 4,A woman and a girl standing in the street talking to another woman through the window. a woman standing next to a woman on a sidewalk
21754.jpg,7,A train traveling through a wilderness surrounded by mountains. a train on a train track near a forest
21755.jpg,16 1 2,many people at a beach  a few are holding surf boards a crowd of people sitting on the beach with surfboards
21756.jpg,1,A skateborder performing a jump on a railing. a person on a skateboard doing a trick
21757.jpg,1,a couple of men are sitting at a table a man and woman sitting at a table with plates of food
21758.jpg,1,Black and white image of two children paying attention. a young boy and a young girl wearing ties
21759.jpg,8 5,The airplane is on the runway t the airport. a large jetliner sitting on top of an airport tarmac
21760.jpg,16,Two birds that are sitting near each other. two black birds perched on top of a rock
21761.jpg,9 1,The man is riding a boat down the river near woods. a man on a boat in the water
21762.jpg,1,A man has on a Darth Vader mask and is drinking coffee. a man wearing a mask and holding a beer in a kitchen
21763.jpg,1,A baby brushing it's teeth with a large toothbrush. a baby brushing his teeth with a toothbrush
21764.jpg,1 7,A person walking along a train platform. a train is stopped at a train station
21765.jpg,1,A person's fingers setting the alarm for a vehicle. a person holding a nintendo wii game controller
21766.jpg,1,A boy paddling a surfboard into the ocean. a man and a woman on the beach with a surfboard
21767.jpg,1,there are two men standing on the tennis court a man and a woman holding tennis racquets on a tennis court
21768.jpg,1,two guys playing a video of boxers that is displayed on a very big screen a man standing in front of a projector screen holding a wii controller
21769.jpg,17 1,A man sitting in a car with a cat on his back. a cat is sitting in the driver's seat of a car
21770.jpg,15,a bench dedicated to someone with a weird edge a wooden bench sitting in the middle of a forest
21771.jpg,1 5,Large jet parked on the runway on a cloudy day. a fighter jet sitting on top of an airport tarmac
21772.jpg,1,A person holding a Nintendo Wii game controller. a person holding a nintendo wii game controller
21773.jpg,10 11,The intersection of a street at the North Point Market. a street corner with a street light on it
21774.jpg,1,there are three skiers taking a picture together a man riding skis on top of a snow covered slope
21775.jpg,1 15,A young man holding a tennis racquet on a tennis court. a man jumping up in the air to catch a frisbee
21776.jpg,1,A tennis player with Nike shoes and socks a man holding a tennis racquet on top of a tennis court
21777.jpg,1,many people in a kitchen area preparing a pizza men in uniform preparing food in a kitchen
21778.jpg,11,a tree hanging over a fence almost all the way to the street a tree that is next to a sidewalk
21779.jpg,1,a decorative umbrella and various other items on display a display of an umbrella in a store
21780.jpg,8 1 10 3,A FedEx truck sitting in the street with no driver a white truck parked on the side of a street
21781.jpg,1,a female in a green top on some sand and a gray and green kite a woman standing on a beach with a kite
21782.jpg,1,A flat screen sitting on top of a wooden shelf. a living room filled with furniture and a tv
21783.jpg,1,a table filled with some food with a person at the end making some more food a table topped with plates of food
21784.jpg,1 3 8 10 11,Two cars on a road below various traffic lights. a car is stopped at a red light
21785.jpg,1,a man using a knife and fork to eat a pizza a man eating a slice of pizza on a table
21786.jpg,17,a close up of a cat laying on a couch with a remote a black cat laying on top of a couch next to remote controls
21787.jpg,1 3 6,A water capable bus riding through a river. a bus driving down a river filled with lots of boats
21788.jpg,1,Man pours champagne into flute while one woman drinks champagne a man standing next to a woman holding a wine glass
21789.jpg,18,a brown dog with its tongue out with an apron a dog wearing a santa claus hat
21790.jpg,1,man intently trying to perfect the autotune on his track a man sitting at a table with a laptop
21791.jpg,1,A baseball player swinging a bat during a game. a baseball player swinging a bat at a ball
21792.jpg,1,A man in black shirt doing a trick on a skateboard. a man riding a skateboard down the side of a ramp
21793.jpg,1 3 4 6 10,A crowd of people riding bikes down a street. a large group of people riding motorcycles down a street
21794.jpg,1,A young boy is seen through the fence on the tennis court. a man standing on a tennis court holding a racquet
21795.jpg,16 1,An older woman leaning up against a wall next to a clock. a woman is looking at a clock on a wall
21796.jpg,19,an image of a brown horse in the middle of a green pasture looking at the camera a brown horse standing on top of a lush green field
21797.jpg,1 18,A woman sitting on the arm of a chair. a woman sitting on a couch with a dog
21798.jpg,1 15,A boardwalk with benches and a French fry stand. a wooden bench sitting on top of a pier
21799.jpg,1,A woman walking down a busy street while talking on a cell phone. a woman walking down the street with a cell phone
21800.jpg,1,A woman is sheering the coat off of a sheep. a woman cutting a sheep's wool with a pair of scissors
21801.jpg,16,Hummingbirds flutter around plants against a bright blue sky. birds perched on top of a tree branch
21802.jpg,7,A bullet train in the middle of trees that travels fast a train traveling down train tracks next to a forest
21803.jpg,8 1 5,A large passenger jet parked on an airport tarmac. a large jetliner sitting on top of an airport tarmac
21804.jpg,1 3 5 6 8,Several buses are parked on a tarmac near some planes. a large jetliner sitting on top of an airport tarmac
21805.jpg,1,A living room filled with desk and people sitting at computers. a room filled with people working on computers
21806.jpg,16,SEAGULLS FLYING ABOVE THE SAND AT THE BEACH. a flock of birds flying over a sandy beach
21807.jpg,10,Traffic lights  street sign and old row houses a traffic light with a street sign attached to it
21808.jpg,1,a reflection of a person wearing a suit and tie a man in a suit and tie looking in a mirror
21809.jpg,1,A young child playing on the floor of a bathroom a child is standing in a bathroom next to a toilet
21810.jpg,1,A young girl in pink snow gear on a snowboard. a child on a snowboard in the snow
21811.jpg,7,Train cars are brightly marked with the illegal graffiti. a train on a track with graffiti on it
21812.jpg,1,A woman playing tennis is swinging the racket while a crowd watches. a female tennis player in action on the court
21813.jpg,1,A male snowboarder making his way down a snowy slope. a person on a snowboard in the snow
21814.jpg,1,A boy wearing  blue jeans is riding a skateboard. a man riding a skateboard on top of a cement block
21815.jpg,9 1,A man sits in a boat with a TV and movies. a woman sitting on a boat in front of a television
21816.jpg,1,A man taking a swing at a baseball a baseball game in progress with a batter up to plate
21817.jpg,1,a man getting his necktie tied by President Obama two men in suits shaking hands in front of a mirror
21818.jpg,1 3 15,A young boy holding up a bat during a pickup game of baseball. a young man holding a baseball bat on top of a field
21819.jpg,10 3,A toilet that is by a road in the day. a white toilet sitting on the side of a road
21820.jpg,1,A bunch of food that is on a glass plate. a white plate topped with a sandwich and french fries
21821.jpg,1,A man standing outside a small tent having a cigarette a man standing in a field next to a tent
21822.jpg,17,A cat sleeping on top of a metallic refrigerator freezer. a cat sitting on top of a refrigerator in a kitchen
21823.jpg,8 1,Volkswagon van with open doors by the shore a red and white truck parked on the beach
21824.jpg,8 1 3,A woman wearing glasses and holding a cellphone to he ear. a woman on a cell phone talking on a cell phone
21825.jpg,1,Pitch in front of home plate with the batter swinging and catcher holding up his glove a baseball player swinging a bat at a ball
21826.jpg,1,A man takes a picture of a soccer player on his phone. a man holding a soccer ball in his hand
21827.jpg,1,a skiier goes fast down a slope on a nice day a person riding skis on top of a snow covered slope
21828.jpg,1,A young child standing on two skis and waving with one hand  while other people are in a line behind her. a young boy riding skis down a snow covered slope
21829.jpg,7,A train engine and passenger cars are on the tracks. a train traveling down train tracks next to a field
21830.jpg,1,A young child with blonde hair standing in front of a white refrigerator that has magnets and papers hanging on it. a little girl standing in front of a refrigerator
21831.jpg,3 6,A purple double decker bus driving past a van near a building. a double decker bus parked in a parking lot
21832.jpg,16 1,A person holding a small bird next to another bird. a person is holding a bird in their hand
21833.jpg,1 15,A mother and daughter are smiling close together. a woman sitting on a wooden bench next to a tree
21834.jpg,8 2 3 13,A stop sign with various stickers on it next to a building. a red stop sign sitting on the side of a road
21835.jpg,1,A living room filled with furniture and a piano a man sitting on a couch in a living room
21836.jpg,1,Adult with orange umbrella walks on bricked open area. a person with an umbrella standing in the rain
21837.jpg,1,A woman flying a kite on a rocky beach near the shore line. a person standing on top of a beach holding a kite
21838.jpg,1 19,Horses in blankets standing near classical horse-drawn vehicles. a horse that is tied to a carriage
21839.jpg,19,Several small horses grazing in a foggy field. a herd of black and white horses grazing in a field
21840.jpg,18,A black and brown dog laying on a pillow in a bed. a dog laying on top of a bed
21841.jpg,8,Two semi cabs are parked neatly beside one another in a park area. two semi trucks parked in a grassy field
21842.jpg,1,A strange looking object sitting in the middle of a road. a fire hydrant with a bird on top of it
21843.jpg,1,People wait in line for lemonade and food. people standing around a food stand
21844.jpg,1,a baby holding a chocolate doughnut in his hand a little boy eating a donut with sprinkles
21845.jpg,1,A child is cutting a piece of fruit on a board. a person cutting up a banana on a cutting board
21846.jpg,1,Young people standing around in a room drinking alcohol. a man holding a wine glass in front of a group of people
21847.jpg,1,A man walking down a street with a cardboard box. a man holding a box with a stuffed animal in it
21848.jpg,1,A sepia toned picture presents a lady playing tennis in old fashioned clothes. a woman standing on a tennis court holding a racquet
21849.jpg,11,A pile of boxes sitting outside of a building next to a tree. a fire hydrant in front of a brick building
21850.jpg,1 3 15,A child with a bat on a baseball field. a young boy swinging a baseball bat at a ball
21851.jpg,8 1 3,A food truck parked on the side of the road. a truck that is parked on the side of the road
21852.jpg,1 3,A woman window shopping at a store front. a store front with a display of baked goods
21853.jpg,1,A suitcase sitting next to the subway rail. a piece of luggage sitting on a train platform
21854.jpg,1,A group of men and women riding elephants through a jungle. people riding on the backs of elephants
21855.jpg,1,A young man that is sitting at a kitchen table is looking of to the side. a man sitting in front of a tv in a kitchen
21856.jpg,1,People walking on a grass trail outdoors and a clock tower in the distance. people walking down a path in a grassy area
21857.jpg,10,A British flag is above some red brick buildings. a large building with a flag on top of it
21858.jpg,1,A group of people sitting at a table eating. people standing around a table with a microwave
21859.jpg,18,a little dog looking out of a car window a dog sitting on the hood of a car
21860.jpg,1 6 15,A large blue city bus driving pat a shopping center with a video store. a city bus parked on the side of a street
21861.jpg,1,A person flying a kite on the beach near some logs. a man flying a kite on top of a sandy beach
21862.jpg,1 3 6,Double Decker bus at curb with man looking into window from street side. a man standing next to a red double decker bus
21863.jpg,1,A person in yellow in the air with a pair of skis. a skier in the air on a snow covered slope
21864.jpg,5,A small white airplane parked in the grass. a small white plane parked on the grass
21865.jpg,1,A wooden table topped with lots of clutter and a statue. a cat sitting on a bed next to a computer
21866.jpg,1,a baseball player swinging a bat on top of a green field. a baseball player swinging a bat at a ball
21867.jpg,1 2 6 15,Some people on a bench with an umbrella and some flowers. a person sitting on a bench under an umbrella
21868.jpg,1,A man holding a bat practicing hitting balls. a man swinging a baseball bat on a field
21869.jpg,3 14,A road with many parking meters in the grass. a parking meter on the side of a road
21870.jpg,8 1,A man and woman standing in front of a frosted cake. a man cutting a cake with a knife
21871.jpg,14,Twin parking meters stand in front of a bright yellow parked vehicle. a parking meter with a yellow stripe on it
21872.jpg,8 1 4,The enveloping of an outside town in the picture. a man flying through the air while riding a motorcycle
21873.jpg,1,A man riding a snowboard down the side of a snow covered slope. a person riding a snowboard down a snow covered slope
21874.jpg,1,A man flying through the air while riding a skateboard. a man riding a skateboard on top of a ramp
21875.jpg,1,There is a woman standing n a field around kites a woman standing next to a group of kites
21876.jpg,9,A recreational boat is docked at a wharf. boats are docked in the water
21877.jpg,1 4 13 15,People looking at numerous parked motorcycles in the rain. motorcycles are parked in a parking lot
21878.jpg,1,An asian man holding a slice of pizza and a beer bottle on the table. a man sitting at a table with a pizza in front of him
21879.jpg,19,A horse standing on a dirt road next to a red fence. a brown and white horse standing next to a fence
21880.jpg,1 5,A grey fighter plane on runway with bomber in the background. a fighter jet sitting on top of an airport runway
21881.jpg,1 3,A young man holding a red frisbee while standing in a  park. a man throwing a frisbee in a park
21882.jpg,18,Orange puffy dog standing in the light on a tile floor. a small white dog standing in the middle of a room
21883.jpg,1,a bed room with a book shelf and a neatly made bed a bedroom with a bed  dresser  bookshelves  and a
21884.jpg,1,A man throwing a blue ball to another man to hit with a red bat. a man throwing a frisbee to another man
21885.jpg,1 3,A young man holding a smart phone in his hands. a man holding a cell phone in his hand
21886.jpg,1,A woman holding a baseball bat up to her forehead. a woman holding a baseball bat on top of a grass covered field
21887.jpg,1,A person choosing a slice of pizza with a spatula. a table topped with pizzas and plates of food
21888.jpg,1,A group of people riding kiteboards in the ocean. kites flying in the air on a beach
21889.jpg,1 3,Several people on a grass field playing a Frisbee game with other people in the distance not playing. young men playing a game of frisbee
21890.jpg,1,Two men having fun with a bear during a sunny day. a man holding a black bear next to a brown bear
21891.jpg,1,A group of chefs standing in a kitchen preparing food. people in a kitchen preparing food
21892.jpg,1,A woman is standing in a store with a teddy bear on her head. a woman holding a stuffed bear in a store
21893.jpg,1,A group of people that are standing near a cake. a large group of people cutting a cake
21894.jpg,1,A boy is swinging at a ball on a stand in a fenced playing field. a young boy swinging a baseball bat at a ball
21895.jpg,1,A woman pours a small glass of wine at a tasting. a woman pouring a glass of wine into a wine glass
21896.jpg,1,A woman holds a tennis racket and tennis ball. a woman holding a tennis racquet on a tennis court
21897.jpg,18,A dog jumps up to catch a frisbee. a dog jumping in the air to catch a frisbee
21898.jpg,1,Many people are skiing and standing on the snow. people on skis in the snow
21899.jpg,8 3 13,A long rode with cars parked along side the street motorcycles are parked on the side of the road
21900.jpg,17,A white cat with a Wii controller on it's back. a white cat laying on top of a bed
21901.jpg,1,Someone doing tricks in the air on their snow board. a snowboarder flying through the air while riding a snowboard
21902.jpg,1,A man standing in front of three toilets in one bathroom. a man standing next to a toilet in a bathroom
21903.jpg,1 3 4,A person on a motor bike on a road. a police officer riding a motorcycle on a city street
21904.jpg,13,There is nothing different about this stop sign. a red stop sign sitting on top of a pole
21905.jpg,17,A cat sitting on a desk in front of a computer. a cat sitting on a desk next to a computer
21906.jpg,1,A young man sitting on a hill looking at the view with 4 phones in his hand. a man sitting on a grassy hill holding a cell phone
21907.jpg,18 3,a reflection of a dog sticking his head out the window a dog looking out the window of a car
21908.jpg,1,A man standing in a booth selling wooden ties. a man wearing a tie standing next to a sign
21909.jpg,19,Two horses walking in the grass in a fenced in area. a brown horse standing next to a white horse in a field
21910.jpg,1,A man looking into the camera while having a conversation on a cell phone. a man in glasses talking on a cell phone
21911.jpg,1,A man holding a tennis racquet on top of a tennis court. a man on a court with a tennis racket
21912.jpg,1 15,a woman is smiling while sitting on a metal bench. a man sitting on a bench in the woods
21913.jpg,1,A man flying through the air while riding a wave in the ocean. a man riding a wave on top of a surfboard
21914.jpg,1,A man surfing on a big wave bare chested. a man riding a wave on top of a surfboard
21915.jpg,1 3 13 6,Large white buildings with pillars on the side of it. a large building with a group of people standing around it
21916.jpg,8 3 7,A cable car on track and cars on a car carrier behind it. a train traveling down tracks next to a train station
21917.jpg,1,A  man riding a snowboard up the side of a ramp. a man riding a snowboard on top of a snow covered slope
21918.jpg,1,A bunch of young adults or teenagers posing for a picture on a sandy beach a large group of people posing for a picture on a beach
21919.jpg,1,A man is holding a piece of cake on a small plate. a man holding a plate with a cake on it
21920.jpg,1,Two giraffe standing next to each other on a dirt road. two giraffes standing next to each other in a field
21921.jpg,1,Three colorful umbrellas hanging high in the air. a restaurant with umbrellas hanging from the ceiling
21922.jpg,1,a group of guys playing baseball out side a man holding a baseball glove on top of a baseball field
21923.jpg,1 5,a blue and white single man airplane emitting smoke as it flies a small propeller plane flying through the air
21924.jpg,1,Four snow skiers are smiling at the camera. two skiers posing for a picture in the snow
21925.jpg,1 2 15,A tall building with a massive clock tower sticking out of it's roof. a large building with a clock on the front of it
21926.jpg,1,children sitting around a birthday cake shaped like a rocket ship which has lit sparklers. children sitting around a birthday cake
21927.jpg,1 11,A man sitting on top of a yellow fire hydrant. a young boy standing on a sidewalk next to a fire hydrant
21928.jpg,1,A clock is shown on a pole in a building. a large clock on the side of a building
21929.jpg,1 3,A group of people are sitting or standing in the grass by a tree. people are gathered around a picnic table
21930.jpg,1,Two men standing on top of a tennis court holding racquets. two men holding tennis racquets on a tennis court
21931.jpg,1,A female soldier showing something to small children. a woman in a military uniform cutting a child's hair
21932.jpg,17,A very cute orange cat laying on a sheet. a cat laying on top of a blanket on a bed
21933.jpg,1,a shopping mall with thousands of umbrellas suspended from the ceiling a street filled with lots of colorful umbrellas
21934.jpg,9 1,A boat sailing across a lake next to small boats. a sailboat in the middle of a large body of water
21935.jpg,1,A herd of sheep standing inside of a pen near a walkway. a herd of sheep standing in a pen
21936.jpg,1 6,Transit buses lined up on a city street. a city bus parked on the side of the street
21937.jpg,8,Large racing equipment truck parked in the lot next to another one. a large truck parked on the side of a road
21938.jpg,1 19,Closeup of a brown and white horse in reigns. a brown horse pulling a carriage down a street
21939.jpg,5,Looking up at a restored propeller aircraft flying in a blue sky a white and red airplane flying in the sky
21940.jpg,1,service man in uniform throwing a ball on a baseball field a man pitching a baseball on a baseball field
21941.jpg,1,A man skiing on the water with his ski board a person on a board in the water
